Time,Is_mean,Ds_mean,Eeff
0.0,0.12826462079999995,79.381497536,0.13593600000000003
0.10005002501250625,0.13821326430732203,79.48191036366092,0.2188872445547315
0.2001000500250125,0.150202281141937,79.58101745971774,0.2779237546592668
0.3001500750375187,0.16461545989811693,79.67855103088425,0.324759522394564
0.400200100050025,0.1818617251002669,79.77419291269592,0.366745546179331
0.5002501250625312,0.20235812359857527,79.86757127048932,0.4086556660638947
0.6003001500750375,0.22649098200109055,79.95825953336977,0.4537355553295941
0.7003501750875437,0.2545490923167571,80.04578042615687,0.504289655314582
0.80040020010005,0.2866300486055479,80.12961877052776,0.5619645559757265
0.9004502251125562,0.32253847483084913,80.20924657921242,0.6278249308570978
1.0005002501250624,0.3617203496587107,80.2841615074986,0.7022983329409063
1.1005502751375686,0.4032912947198087,80.35393392442286,0.7850785353288341
1.200600300150075,0.44618493544842946,80.4182502712065,0.8750983009288754
1.3006503251625812,0.4893654404379324,80.47693694774675,0.9706628824879868
1.4007003501750874,0.5319872933227138,80.52995630391248,1.0697418161435202
1.5007503751875937,0.5734297135023168,80.57738166122832,1.1703003827522704
1.6008004002001,0.6132416094246187,80.61936781693431,1.2705283894305082
1.7008504252126062,0.6510782837752521,80.65612877277384,1.3689187372140454
1.8009004502251125,0.6866698485276939,80.68792377104752,1.4642494038761622
1.9009504752376187,0.7198149247738478,80.71504747610385,1.5555405369562867
2.0010005002501248,0.7503828556460814,80.73782098270907,1.6420224149034177
2.101050525262631,0.7783143918749258,80.75658253397752,1.723118487480126
2.2011005502751373,0.8036176342284835,80.77167814932425,1.798435892730194
2.3011505752876436,0.8263597245243877,80.78345278496111,1.8677557425323965
2.40120060030015,0.846655790471732,80.79224258492451,1.9310191204279308
2.501250625312656,0.864656673715746,80.79836858306133,1.9883078936266787
2.6013006503251623,0.8805367593440556,80.80213201567481,2.0398213181768647
2.7013506753376686,0.8944829186315475,80.80381123151383,2.0858503071405776
2.801400700350175,0.9066852143748702,80.80366005299562,2.126751450323807
2.901450725362681,0.9173296627465082,80.80190735732752,2.1629226441495377
3.0015007503751874,0.926593049084676,80.7987576076151,2.1947817048863665
3.1015507753876936,0.9346395897673186,80.79439206438326,2.22274876204847
3.2016008004002,0.9416191194855272,80.78897043521717,2.2472326894874706
3.301650825412706,0.9476664491393815,80.78263276231822,2.268621405517839
3.4017008504252124,0.9529015585126589,80.77550139433474,2.287275591208633
3.5017508754377187,0.9574303377118626,80.76768293290432,2.3035252302747016
3.601800900450225,0.961345651440785,80.75927008188457,2.3176683385499546
3.701850925462731,0.9647285597911923,80.7503433569008,2.329971290039298
3.8019009504752375,0.9676495799150431,80.74097263466815,2.340670228518125
3.9019509754877437,0.970169914101861,80.73121853672313,2.3499731518101648
4.0020010005002495,0.9723425996159548,80.72113365197303,2.358062354022832
4.102051025512756,0.9742135576151977,80.71076360833271,2.3650969979047427
4.202101050525262,0.9758225322474684,80.70014800669367,2.3712156619975575
4.302151075537768,0.9772039207346931,80.68932123163928,2.3765387632300854
4.402201100550275,0.9783874999237557,80.67831315321385,2.381170797903902
4.502251125562781,0.9793990583282839,80.66714973333384,2.3852023733257233
4.602301150575287,0.9802609430381947,80.65585354924562,2.3887120229539027
4.702351175587793,0.9809925318849564,80.64444424520251,2.391767810289097
4.8024012006003,0.9816106398291238,80.6329389221717,2.3944287349495164
4.902451225612806,0.9821298688210089,80.62135247420392,2.396745957735759
5.002501250625312,0.9825629083234442,80.60969787888479,2.39876386373072
5.102551275637818,0.9829207940376129,80.59798644834349,2.4005209817262583
5.202601300650325,0.9832131300815158,80.58622804630426,2.4020507781759224
5.302651325662831,0.9834482806094096,80.57443127597783,2.4033823415312416
5.402701350675337,0.983633534421329,80.56260364280303,2.4045409721873003
5.5027513756878434,0.9837752473636633,80.55075169558411,2.4055486904607273
5.60280140070035,0.9838789646783135,80.53888114893834,2.4064246746350855
5.702851425712856,0.9839495272886478,80.52699698968541,2.407185638245509
5.802901450725362,0.9839911630506303,80.51510356928746,2.407846155928651
5.9029514757378685,0.9840075664690378,80.50320468431231,2.4084189443024644
6.003001500750375,0.9840019669651112,80.49130364643443,2.408915105134694
6.103051525762881,0.983977188975868,80.47940334347577,2.409344335119062
6.203101550775387,0.983935703143433,80.46750629255882,2.409715108046912
6.3031515757878935,0.983879671879607,80.45561468654122,2.410034832009681
6.4032016008004,0.9838109877873662,80.4437304344701,2.410309986442621
6.503251625812906,0.9837313084256357,80.43185519699377,2.410546240301054
6.603301650825412,0.9836420851210924,80.41999041721057,2.4107485555959185
6.703351675837919,0.9835445896963106,80.40813734773627,2.4109212764644115
6.803401700850425,0.9834399359935379,80.39629707426347,2.411068207733428
6.903451725862931,0.9833291006260416,80.38447053629615,2.4111926821733882
7.003501750875437,0.9832129389243854,80.37265854516046,2.4112976203901977
7.103551775887944,0.9830922012598609,80.36086179992287,2.411385581638785
7.20360180090045,0.9829675446736859,80.34908090116568,2.4114588097202527
7.303651825912956,0.9828395459490931,80.33731636323638,2.41151927133653
7.403701850925462,0.9827087098493041,80.32556862478127,2.4115686914852374
7.503751875937969,0.9825754798431905,80.31383805819796,2.411608582313332
7.603801900950475,0.9824402436264832,80.30212497767985,2.4116402706350226
7.703851925962981,0.9823033422080301,80.29042964653658,2.4116649194864594
7.8039019509754874,0.9821650731973705,80.27875228332113,2.4116835497543856
7.903951975987994,0.9820256988153436,80.26709306752619,2.411697056071748
8.004002001000499,0.9818854472832236,80.25545214422863,2.4117062240744245
8.104052026013006,0.9817445202191384,80.24382962855196,2.4117117418561875
8.204102051025512,0.9816030923472809,80.23222560915787,2.4117142140233327
8.304152076038019,0.9814613186704948,80.22064015177594,2.411714169608716
8.404202101050524,0.9813193326237106,80.20907330179213,2.4117120738375237
8.504252126063031,0.9811772533661416,80.1975250870794,2.411708333156604
8.604302151075537,0.9810351824243648,80.1859955198714,2.4117033054359536
8.704352176088044,0.9808932114198445,80.17448459907672,2.4116973025812265
